SKU,Categoria,Fabricante,Num_Ofertas,Melhor_Preco,Pior_Preco,Preco_Medio,Variacao_%,Distribuidores
GOODWEGW25KSDTP31AFCICRSDIMAGEPRODUCT600452,componentes,GOODWE,3,4248.53,20250.00,9936.49,376.64,"YSH Internal:R$4248.53; YSH B2C:R$5310.95; Estimated:R$20250.00"
ODEXODEXESTRUTURASOLARGROUPMETALICO,estrutura,unknown,3,2500.00,11903.00,7975.08,376.12,"Estimated:R$2500.00; YSH Internal:R$9522.24; YSH B2C:R$11903.00"
NEOSOLARKITS23929,kits,unknown,3,2500.00,11896.00,7970.93,375.84,"Estimated:R$2500.00; YSH Internal:R$9516.79; YSH B2C:R$11896.00"
SKU31514831514817551159943964186,componentes,unknown,3,2500.00,11889.00,7966.72,375.56,"Estimated:R$2500.00; YSH Internal:R$9511.15; YSH B2C:R$11889.00"
NEOSOLARKITS27339,kits,unknown,3,525.79,2500.00,1227.59,375.47,"YSH Internal:R$525.79; YSH B2C:R$656.99; Estimated:R$2500.00"
IIN00305,componentes,unknown,3,1200.00,5704.00,3822.38,375.33,"Estimated:R$1200.00; YSH Internal:R$4563.13; YSH B2C:R$5704.00"
IMAGEPRODUCT600400,componentes,unknown,3,527.06,2500.00,1228.69,374.33,"YSH Internal:R$527.06; YSH B2C:R$659.00; Estimated:R$2500.00"
IMAGEPRODUCT600453,componentes,unknown,3,2500.00,11851.95,7944.39,374.08,"Estimated:R$2500.00; YSH Internal:R$9481.21; YSH B2C:R$11851.95"
NEOSOLARCONTROLLERS23354,componentes,unknown,3,1200.00,5685.95,3811.45,373.83,"Estimated:R$1200.00; YSH Internal:R$4548.40; YSH B2C:R$5685.95"
FOTUSKP02994KWPFIBROCIMENTOKITS,kits,unknown,3,9449.34,44755.00,22005.43,373.63,"YSH Internal:R$9449.34; YSH B2C:R$11811.95; Estimated:R$44755.00"
NEOSOLARSTATIONS20077,componentes,unknown,3,253.53,1200.00,590.18,373.32,"YSH Internal:R$253.53; YSH B2C:R$317.00; Estimated:R$1200.00"
IIN00221,componentes,unknown,3,1200.00,5676.49,3805.87,373.04,"Estimated:R$1200.00; YSH Internal:R$4541.13; YSH B2C:R$5676.49"
OSDA33VMHDRZIMAGEPRODUCT559381,componentes,unknown,3,1200.00,5671.00,3802.55,372.58,"Estimated:R$1200.00; YSH Internal:R$4536.64; YSH B2C:R$5671.00"
NEOSOLARCONTROLLERS23053,componentes,unknown,3,254.23,1200.00,590.74,372.01,"YSH Internal:R$254.23; YSH B2C:R$318.00; Estimated:R$1200.00"
FOTUSKP04912KWPFIBROCIMENTOKITS,kits,unknown,3,8700.27,41065.00,20213.42,372.00,"YSH Internal:R$8700.27; YSH B2C:R$10874.99; Estimated:R$41065.00"
NEOSOLARKITS27306,kits,unknown,3,2500.00,11771.99,7896.60,370.88,"Estimated:R$2500.00; YSH Internal:R$9417.82; YSH B2C:R$11771.99"
IIN00258,componentes,unknown,3,1200.00,5647.49,3788.47,370.62,"Estimated:R$1200.00; YSH Internal:R$4517.93; YSH B2C:R$5647.49"
NEOSOLARINVERTERS26948,componentes,unknown,3,2500.00,11762.99,7891.18,370.52,"Estimated:R$2500.00; YSH Internal:R$9410.56; YSH B2C:R$11762.99"
NEOSOLARCONTROLLERS21708,componentes,unknown,3,1200.00,5644.99,3787.04,370.42,"Estimated:R$1200.00; YSH Internal:R$4516.12; YSH B2C:R$5644.99"
IIN00345,componentes,unknown,3,1200.00,5638.99,3783.44,369.92,"Estimated:R$1200.00; YSH Internal:R$4511.33; YSH B2C:R$5638.99"
IIN00308,componentes,unknown,3,1200.00,5629.00,3777.36,369.08,"Estimated:R$1200.00; YSH Internal:R$4503.08; YSH B2C:R$5629.00"
NEOSOLARKITS27268,kits,unknown,3,2500.00,11720.00,7865.32,368.80,"Estimated:R$2500.00; YSH Internal:R$9375.97; YSH B2C:R$11720.00"
NEOSOLARINVERTERS20259,componentes,unknown,3,2500.00,11719.00,7864.69,368.76,"Estimated:R$2500.00; YSH Internal:R$9375.08; YSH B2C:R$11719.00"
IEF00133,componentes,unknown,3,256.35,1200.00,592.28,368.11,"YSH Internal:R$256.35; YSH B2C:R$320.49; Estimated:R$1200.00"
IIN00370,componentes,unknown,3,1200.00,5615.49,3769.29,367.96,"Estimated:R$1200.00; YSH Internal:R$4492.38; YSH B2C:R$5615.49"
NEOSOLARINVERTERS22684,componentes,unknown,3,2500.00,11688.99,7846.76,367.56,"Estimated:R$2500.00; YSH Internal:R$9351.30; YSH B2C:R$11688.99"
SKU30615530615517479477829824229,componentes,unknown,3,2500.00,11676.95,7839.41,367.08,"Estimated:R$2500.00; YSH Internal:R$9341.27; YSH B2C:R$11676.95"
NEOSOLARKITS27262,kits,unknown,3,2500.00,11664.00,7831.71,366.56,"Estimated:R$2500.00; YSH Internal:R$9331.12; YSH B2C:R$11664.00"
FOTUSKP03852KWPMINITRILHOKITS,kits,unknown,3,8240.45,38365.00,18968.80,365.57,"YSH Internal:R$8240.45; YSH B2C:R$10300.95; Estimated:R$38365.00"
NEOSOLARKITS26986,kits,unknown,3,2500.00,11556.99,7767.59,362.28,"Estimated:R$2500.00; YSH Internal:R$9245.79; YSH B2C:R$11556.99"
FOTUSKP04969KWPCERAMICOKITS,kits,unknown,3,9439.98,43630.00,21623.33,362.18,"YSH Internal:R$9439.98; YSH B2C:R$11800.00; Estimated:R$43630.00"
NEOSOLARCHARGERS24608,componentes,unknown,3,1200.00,5545.95,3727.48,362.16,"Estimated:R$1200.00; YSH Internal:R$4436.49; YSH B2C:R$5545.95"
NEOSOLARINVERTERS20253,componentes,unknown,3,2500.00,11546.99,7761.63,361.88,"Estimated:R$2500.00; YSH Internal:R$9237.89; YSH B2C:R$11546.99"
GOODWEGW250KNHTIMAGE,componentes,GOODWE,3,1822.50,8400.95,5647.97,360.96,"Estimated:R$1822.50; YSH Internal:R$6720.45; YSH B2C:R$8400.95"
NEOSOLARINVERTERS24877,componentes,unknown,3,2500.00,11523.00,7747.07,360.92,"Estimated:R$2500.00; YSH Internal:R$9218.22; YSH B2C:R$11523.00"
IIN00378,componentes,unknown,3,1200.00,5507.99,3704.80,359.00,"Estimated:R$1200.00; YSH Internal:R$4406.40; YSH B2C:R$5507.99"
IMAGEPRODUCT600452,componentes,unknown,3,544.96,2500.00,1241.98,358.75,"YSH Internal:R$544.96; YSH B2C:R$680.99; Estimated:R$2500.00"
IMAGEPRODUCT600305,componentes,unknown,3,2500.00,11450.49,7703.63,358.02,"Estimated:R$2500.00; YSH Internal:R$9160.40; YSH B2C:R$11450.49"
NEOSOLARCONTROLLERS24241,componentes,unknown,3,1200.00,5492.95,3695.68,357.75,"Estimated:R$1200.00; YSH Internal:R$4394.09; YSH B2C:R$5492.95"
NEOSOLARINVERTERS24972,componentes,unknown,3,2500.00,11440.99,7698.01,357.64,"Estimated:R$2500.00; YSH Internal:R$9153.04; YSH B2C:R$11440.99"
NEOSOLARINVERTERS27149,componentes,unknown,3,2500.00,11440.00,7697.30,357.60,"Estimated:R$2500.00; YSH Internal:R$9151.91; YSH B2C:R$11440.00"
IMAGEPRODUCT600381,componentes,unknown,3,2500.00,11435.99,7695.03,357.44,"Estimated:R$2500.00; YSH Internal:R$9149.11; YSH B2C:R$11435.99"
IIN00386,componentes,unknown,3,1200.00,5477.99,3686.86,356.50,"Estimated:R$1200.00; YSH Internal:R$4382.59; YSH B2C:R$5477.99"
NEOSOLARCONTROLLERS20392,componentes,unknown,3,263.67,1200.00,597.87,355.11,"YSH Internal:R$263.67; YSH B2C:R$329.95; Estimated:R$1200.00"
NEOSOLARKITS27314,kits,unknown,3,2500.00,11369.99,7655.41,354.80,"Estimated:R$2500.00; YSH Internal:R$9096.24; YSH B2C:R$11369.99"
112369,componentes,unknown,3,2500.00,11364.00,7651.68,354.56,"Estimated:R$2500.00; YSH Internal:R$9091.03; YSH B2C:R$11364.00"
NEOSOLARINVERTERS21641,componentes,unknown,3,2500.00,11359.99,7649.36,354.40,"Estimated:R$2500.00; YSH Internal:R$9088.09; YSH B2C:R$11359.99"
SKU13598513598517544833546238906,componentes,unknown,3,1200.00,5442.00,3665.14,353.50,"Estimated:R$1200.00; YSH Internal:R$4353.43; YSH B2C:R$5442.00"
SKU27695427695417460390182534484,componentes,unknown,3,2500.00,11317.99,7624.23,352.72,"Estimated:R$2500.00; YSH Internal:R$9054.69; YSH B2C:R$11317.99"
SKU211022211022117476865605809426,componentes,unknown,3,850.00,3845.99,2591.02,352.47,"Estimated:R$850.00; YSH Internal:R$3077.08; YSH B2C:R$3845.99"
FOTUSKP04480KWPMINITRILHOKITS,kits,unknown,3,4792.90,21625.00,10802.96,351.19,"YSH Internal:R$4792.90; YSH B2C:R$5990.99; Estimated:R$21625.00"
NEOSOLARINVERTERS21634,componentes,unknown,3,2500.00,11272.95,7597.00,350.92,"Estimated:R$2500.00; YSH Internal:R$9018.04; YSH B2C:R$11272.95"
NEOSOLARKITS24171,kits,unknown,3,2500.00,11271.95,7596.40,350.88,"Estimated:R$2500.00; YSH Internal:R$9017.25; YSH B2C:R$11271.95"
IMAGEPRODUCT600109,componentes,unknown,3,2500.00,11259.00,7588.71,350.36,"Estimated:R$2500.00; YSH Internal:R$9007.13; YSH B2C:R$11259.00"
NEOSOLARKITS25163,kits,unknown,3,2500.00,11218.00,7564.09,348.72,"Estimated:R$2500.00; YSH Internal:R$8974.26; YSH B2C:R$11218.00"
IMAGEPRODUCT850004,componentes,unknown,3,1004.43,4500.00,2253.46,348.02,"YSH Internal:R$1004.43; YSH B2C:R$1255.95; Estimated:R$4500.00"
GOODWEGW250KHUTIMAGEPRODUCT600344,componentes,GOODWE,3,1822.50,8150.99,5498.11,347.24,"Estimated:R$1822.50; YSH Internal:R$6520.85; YSH B2C:R$8150.99"
NEOSOLARKITS26971,kits,unknown,3,2500.00,11164.99,7532.40,346.60,"Estimated:R$2500.00; YSH Internal:R$8932.22; YSH B2C:R$11164.99"
FOTUSKP04456KWPCERAMICOKITS,kits,unknown,3,4608.41,20545.00,10304.79,345.82,"YSH Internal:R$4608.41; YSH B2C:R$5760.95; Estimated:R$20545.00"
NEOSOLARCHARGERS20035,componentes,unknown,3,1200.00,5336.00,3601.54,344.67,"Estimated:R$1200.00; YSH Internal:R$4268.62; YSH B2C:R$5336.00"
NEOSOLARINVERTERS26768,componentes,unknown,3,2500.00,11114.99,7502.41,344.60,"Estimated:R$2500.00; YSH Internal:R$8892.24; YSH B2C:R$11114.99"
NEOSOLARINVERTERS20666,componentes,unknown,3,2500.00,11082.95,7483.03,343.32,"Estimated:R$2500.00; YSH Internal:R$8866.13; YSH B2C:R$11082.95"
IMAGEPRODUCT600388,componentes,unknown,3,2500.00,11070.99,7475.98,342.84,"Estimated:R$2500.00; YSH Internal:R$8856.95; YSH B2C:R$11070.99"
IEF00016,componentes,unknown,3,1200.00,5313.00,3587.79,342.75,"Estimated:R$1200.00; YSH Internal:R$4250.38; YSH B2C:R$5313.00"
SKU29243329243317459162631168039,componentes,unknown,3,2500.00,11066.00,7472.89,342.64,"Estimated:R$2500.00; YSH Internal:R$8852.66; YSH B2C:R$11066.00"
SKU14576314576317456925994814488,componentes,unknown,3,2500.00,11061.49,7470.21,342.46,"Estimated:R$2500.00; YSH Internal:R$8849.13; YSH B2C:R$11061.49"
135720,componentes,unknown,3,566.63,2500.00,1258.21,341.21,"YSH Internal:R$566.63; YSH B2C:R$707.99; Estimated:R$2500.00"
IMAGEPRODUCT600126,componentes,unknown,3,2500.00,11025.99,7449.01,341.04,"Estimated:R$2500.00; YSH Internal:R$8821.03; YSH B2C:R$11025.99"
IMAGEPRODUCT600344,componentes,unknown,3,567.25,2500.00,1258.75,340.72,"YSH Internal:R$567.25; YSH B2C:R$708.99; Estimated:R$2500.00"
NEOSOLARINVERTERS21824,componentes,unknown,3,2500.00,10950.00,7403.32,338.00,"Estimated:R$2500.00; YSH Internal:R$8759.96; YSH B2C:R$10950.00"
NEOSOLARKITS27303,kits,unknown,3,2500.00,10911.00,7379.92,336.44,"Estimated:R$2500.00; YSH Internal:R$8728.75; YSH B2C:R$10911.00"
NEOSOLARKITS26984,kits,unknown,3,2500.00,10907.00,7377.49,336.28,"Estimated:R$2500.00; YSH Internal:R$8725.46; YSH B2C:R$10907.00"
IMAGEPRODUCT600023,componentes,unknown,3,2500.00,10892.00,7368.51,335.68,"Estimated:R$2500.00; YSH Internal:R$8713.52; YSH B2C:R$10892.00"
FOTUSKP04513KWPMINITRILHOKITS,kits,unknown,3,5308.16,23110.00,11684.38,335.37,"YSH Internal:R$5308.16; YSH B2C:R$6634.99; Estimated:R$23110.00"
IIN00262,componentes,unknown,3,1200.00,5222.00,3533.17,335.17,"Estimated:R$1200.00; YSH Internal:R$4177.52; YSH B2C:R$5222.00"
IMAGEPRODUCT600311,componentes,unknown,3,2500.00,10839.00,7336.73,333.56,"Estimated:R$2500.00; YSH Internal:R$8671.18; YSH B2C:R$10839.00"
NEOSOLARKITS24173,kits,unknown,3,576.87,2500.00,1265.95,333.37,"YSH Internal:R$576.87; YSH B2C:R$720.99; Estimated:R$2500.00"
NEOSOLARKITS26972,kits,unknown,3,2500.00,10830.95,7331.79,333.24,"Estimated:R$2500.00; YSH Internal:R$8664.42; YSH B2C:R$10830.95"
NEOSOLARKITS27315,kits,unknown,3,2500.00,10829.00,7330.71,333.16,"Estimated:R$2500.00; YSH Internal:R$8663.14; YSH B2C:R$10829.00"
NEOSOLARINVERTERS20260,componentes,unknown,3,577.78,2500.00,1266.59,332.69,"YSH Internal:R$577.78; YSH B2C:R$721.99; Estimated:R$2500.00"
NEOSOLARCHARGERS21742,componentes,unknown,3,1200.00,5157.00,3494.14,329.75,"Estimated:R$1200.00; YSH Internal:R$4125.41; YSH B2C:R$5157.00"
NEOSOLARINVERTERS21442,componentes,unknown,3,2500.00,10743.00,7279.09,329.72,"Estimated:R$2500.00; YSH Internal:R$8594.27; YSH B2C:R$10743.00"
NEOSOLARCONTROLLERS23500,componentes,unknown,3,1200.00,5142.49,3485.48,328.54,"Estimated:R$1200.00; YSH Internal:R$4113.95; YSH B2C:R$5142.49"
NEOSOLARINVERTERS26628,componentes,unknown,3,2500.00,10708.99,7258.76,328.36,"Estimated:R$2500.00; YSH Internal:R$8567.29; YSH B2C:R$10708.99"
299586,componentes,unknown,3,1200.00,5127.99,3476.86,327.33,"Estimated:R$1200.00; YSH Internal:R$4102.59; YSH B2C:R$5127.99"
SKU313827313827217466255076298648,componentes,unknown,3,850.00,3631.00,2461.89,327.18,"Estimated:R$850.00; YSH Internal:R$2904.67; YSH B2C:R$3631.00"
IMAGEPRODUCT052119,componentes,unknown,3,180.00,768.49,521.07,326.94,"Estimated:R$180.00; YSH Internal:R$614.72; YSH B2C:R$768.49"
NEOSOLARCONTROLLERS20079,componentes,unknown,3,1200.00,5122.95,3473.66,326.91,"Estimated:R$1200.00; YSH Internal:R$4098.03; YSH B2C:R$5122.95"
FOTUSKP04684KWPCERAMICOKITS,kits,unknown,3,7228.25,30805.00,15689.41,326.18,"YSH Internal:R$7228.25; YSH B2C:R$9034.99; Estimated:R$30805.00"
NEOSOLARKITS22690,kits,unknown,3,2500.00,10651.99,7224.60,326.08,"Estimated:R$2500.00; YSH Internal:R$8521.81; YSH B2C:R$10651.99"
FOTUSKP02284KWPMINITRILHOKITS,kits,unknown,3,3006.60,12805.00,6523.20,325.90,"YSH Internal:R$3006.60; YSH B2C:R$3757.99; Estimated:R$12805.00"
GOODWEGW5000DNS3016AAFCIIMAGE,componentes,GOODWE,3,2250.00,9551.99,6481.28,324.53,"Estimated:R$2250.00; YSH Internal:R$7641.85; YSH B2C:R$9551.99"
SKU26727726727717458727569694572,componentes,unknown,3,2500.00,10610.95,7199.84,324.44,"Estimated:R$2500.00; YSH Internal:R$8488.56; YSH B2C:R$10610.95"
SUNGROWSG50RS220V2MPPT,componentes,unknown,3,1200.00,5086.99,3452.27,323.92,"Estimated:R$1200.00; YSH Internal:R$4069.82; YSH B2C:R$5086.99"
SKU19257619257617458855660881319,componentes,unknown,3,2500.00,10564.95,7172.19,322.60,"Estimated:R$2500.00; YSH Internal:R$8451.61; YSH B2C:R$10564.95"
SKU24676524676517457436108364088,componentes,unknown,3,2500.00,10564.95,7172.25,322.60,"Estimated:R$2500.00; YSH Internal:R$8451.80; YSH B2C:R$10564.95"
NEOSOLARCHARGERS20864,componentes,unknown,3,1200.00,5062.99,3437.86,321.92,"Estimated:R$1200.00; YSH Internal:R$4050.60; YSH B2C:R$5062.99"
NEOSOLARKITS26987,kits,unknown,3,2500.00,10540.49,7157.62,321.62,"Estimated:R$2500.00; YSH Internal:R$8432.38; YSH B2C:R$10540.49"
NEOSOLARINVERTERS22144,componentes,unknown,3,2500.00,10526.99,7149.55,321.08,"Estimated:R$2500.00; YSH Internal:R$8421.66; YSH B2C:R$10526.99"
NEOSOLARKITS27300,kits,unknown,3,2500.00,10526.95,7149.45,321.08,"Estimated:R$2500.00; YSH Internal:R$8421.40; YSH B2C:R$10526.95"
NEOSOLARINVERTERS22159,componentes,unknown,3,2500.00,10515.00,7142.32,320.60,"Estimated:R$2500.00; YSH Internal:R$8411.95; YSH B2C:R$10515.00"
FOTUSKP02720KWPMINITRILHOKITS,kits,unknown,3,7716.60,32425.00,16595.87,320.20,"YSH Internal:R$7716.60; YSH B2C:R$9646.00; Estimated:R$32425.00"
NEOSOLARCHARGERS26360,componentes,unknown,3,1200.00,5028.99,3417.40,319.08,"Estimated:R$1200.00; YSH Internal:R$4023.20; YSH B2C:R$5028.99"
NEOSOLARCHARGERS20045,componentes,unknown,3,286.69,1200.00,614.89,318.57,"YSH Internal:R$286.69; YSH B2C:R$357.99; Estimated:R$1200.00"
FOTUSKP03284KWPCERAMICOKITS,kits,unknown,3,3080.28,12805.00,6578.42,315.71,"YSH Internal:R$3080.28; YSH B2C:R$3849.99; Estimated:R$12805.00"
NEOSOLARINVERTERS25046,componentes,unknown,3,2500.00,10377.99,7060.13,315.12,"Estimated:R$2500.00; YSH Internal:R$8302.40; YSH B2C:R$10377.99"
IIN00185,componentes,unknown,3,1200.00,4976.95,3386.12,314.75,"Estimated:R$1200.00; YSH Internal:R$3981.40; YSH B2C:R$4976.95"
NEOSOLARINVERTERS27131,componentes,unknown,3,2500.00,10366.99,7053.55,314.68,"Estimated:R$2500.00; YSH Internal:R$8293.67; YSH B2C:R$10366.99"
IMAGEPRODUCT600308,componentes,unknown,3,2500.00,10352.99,7045.21,314.12,"Estimated:R$2500.00; YSH Internal:R$8282.63; YSH B2C:R$10352.99"
IMAGEPRODUCT600382,componentes,unknown,3,2500.00,10330.99,7031.95,313.24,"Estimated:R$2500.00; YSH Internal:R$8264.85; YSH B2C:R$10330.99"
IMAGEPRODUCT450118,componentes,unknown,3,1200.00,4955.95,3373.50,313.00,"Estimated:R$1200.00; YSH Internal:R$3964.56; YSH B2C:R$4955.95"
NEOSOLARINVERTERS20525,componentes,unknown,3,2500.00,10301.99,7014.56,312.08,"Estimated:R$2500.00; YSH Internal:R$8241.68; YSH B2C:R$10301.99"
NEOSOLARINVERTERS22099,componentes,unknown,3,2500.00,10281.99,7002.53,311.28,"Estimated:R$2500.00; YSH Internal:R$8225.61; YSH B2C:R$10281.99"
NEOSOLARKITS25154,kits,unknown,3,608.49,2500.00,1289.81,310.85,"YSH Internal:R$608.49; YSH B2C:R$760.95; Estimated:R$2500.00"
NEOSOLARINVERTERS26815,componentes,unknown,3,2500.00,10261.95,6990.45,310.48,"Estimated:R$2500.00; YSH Internal:R$8209.40; YSH B2C:R$10261.95"
NEOSOLARKITS25132,kits,unknown,3,2500.00,10253.00,6985.09,310.12,"Estimated:R$2500.00; YSH Internal:R$8202.27; YSH B2C:R$10253.00"
NEOSOLARINVERTERS22663,componentes,unknown,3,2500.00,10242.99,6979.21,309.72,"Estimated:R$2500.00; YSH Internal:R$8194.63; YSH B2C:R$10242.99"
NEOSOLARINVERTERS22691,componentes,unknown,3,2500.00,10232.49,6972.83,309.30,"Estimated:R$2500.00; YSH Internal:R$8185.99; YSH B2C:R$10232.49"
NEOSOLARINVERTERS20247,componentes,unknown,3,2500.00,10203.00,6955.10,308.12,"Estimated:R$2500.00; YSH Internal:R$8162.31; YSH B2C:R$10203.00"
SKU112369117457314169194004,componentes,unknown,3,2500.00,10197.49,6951.82,307.90,"Estimated:R$2500.00; YSH Internal:R$8157.97; YSH B2C:R$10197.49"
NEOSOLARINVERTERS26858,componentes,unknown,3,2500.00,10134.99,6914.36,305.40,"Estimated:R$2500.00; YSH Internal:R$8108.10; YSH B2C:R$10134.99"
NEOSOLARINVERTERS27171,componentes,unknown,3,2500.00,10122.99,6907.23,304.92,"Estimated:R$2500.00; YSH Internal:R$8098.69; YSH B2C:R$10122.99"
NEOSOLARKITS27267,kits,unknown,3,2500.00,10098.99,6892.79,303.96,"Estimated:R$2500.00; YSH Internal:R$8079.37; YSH B2C:R$10098.99"
ODEXODEXINVGROWATT3000W1,componentes,unknown,3,3471.55,14016.63,7275.89,303.76,"YSH Internal:R$3471.55; YSH B2C:R$4339.49; N/A:R$14016.63"
NEOSOLARKITS23927,kits,unknown,3,2500.00,10091.95,6888.44,303.68,"Estimated:R$2500.00; YSH Internal:R$8073.36; YSH B2C:R$10091.95"
GOODWEGW12KLETAFCIIMAGEPRODUCT600363,componentes,GOODWE,3,2698.52,10890.00,5653.84,303.55,"YSH Internal:R$2698.52; YSH B2C:R$3372.99; Estimated:R$10890.00"
SKU19402319402317460422066042496,componentes,unknown,3,2500.00,10087.00,6885.52,303.48,"Estimated:R$2500.00; YSH Internal:R$8069.57; YSH B2C:R$10087.00"
NEOSOLARINVERTERS26795,componentes,unknown,3,2500.00,10077.95,6880.03,303.12,"Estimated:R$2500.00; YSH Internal:R$8062.14; YSH B2C:R$10077.95"
NEOSOLARINVERTERS26944,componentes,unknown,3,2500.00,10070.99,6875.98,302.84,"Estimated:R$2500.00; YSH Internal:R$8056.94; YSH B2C:R$10070.99"
ISB00007,componentes,unknown,3,297.95,1200.00,623.48,302.75,"YSH Internal:R$297.95; YSH B2C:R$372.49; Estimated:R$1200.00"
NEOSOLARCONTROLLERS20356,componentes,unknown,3,1200.00,4815.99,3289.62,301.33,"Estimated:R$1200.00; YSH Internal:R$3852.87; YSH B2C:R$4815.99"
ICV0000220CARREGADOR20VEICULAR20WALLBOX20GROWATT20THOR07ASP20THO,componentes,unknown,3,299.16,1200.00,624.39,301.12,"YSH Internal:R$299.16; YSH B2C:R$374.00; Estimated:R$1200.00"
IIN00168,componentes,unknown,3,1200.00,4805.00,3282.97,300.42,"Estimated:R$1200.00; YSH Internal:R$3843.90; YSH B2C:R$4805.00"
SKU29244229244217457818261091625,componentes,unknown,3,2500.00,9965.95,6812.81,298.64,"Estimated:R$2500.00; YSH Internal:R$7972.49; YSH B2C:R$9965.95"
NEOSOLARCHARGERS24593,componentes,unknown,3,1200.00,4783.49,3270.08,298.62,"Estimated:R$1200.00; YSH Internal:R$3826.76; YSH B2C:R$4783.49"
SKU165471165471117460424443329247,componentes,unknown,3,2500.00,9940.99,6797.93,297.64,"Estimated:R$2500.00; YSH Internal:R$7952.80; YSH B2C:R$9940.99"
IMAGEPRODUCT600404,componentes,unknown,3,2500.00,9939.95,6797.21,297.60,"Estimated:R$2500.00; YSH Internal:R$7951.69; YSH B2C:R$9939.95"
NEOSOLARINVERTERS27134,componentes,unknown,3,2500.00,9927.00,6789.48,297.08,"Estimated:R$2500.00; YSH Internal:R$7941.43; YSH B2C:R$9927.00"
GOODWEGW3300XS30AFCIIMAGE,componentes,GOODWE,3,2250.00,8903.95,6092.28,295.73,"Estimated:R$2250.00; YSH Internal:R$7122.88; YSH B2C:R$8903.95"
GROWATT20MIC3000TLX20220V20201MPPT,componentes,Growatt,3,303.74,1200.00,627.90,295.07,"YSH Internal:R$303.74; YSH B2C:R$379.95; Estimated:R$1200.00"
FOTUSKP02720KWPFIBROCIMENTOKITS,kits,unknown,3,8242.96,32425.00,16990.64,293.37,"YSH Internal:R$8242.96; YSH B2C:R$10303.95; Estimated:R$32425.00"
HUAWEISUN200015KMB0AFCIIMAGEPRODUCT600388,componentes,HUAWEI,3,5309.36,20833.33,10926.55,292.39,"YSH Internal:R$5309.36; YSH B2C:R$6636.95; N/A:R$20833.33"
NEOSOLARINVERTERS22025,componentes,unknown,3,2500.00,9808.99,6718.79,292.36,"Estimated:R$2500.00; YSH Internal:R$7847.38; YSH B2C:R$9808.99"
SKU29243129243117458504394775074,componentes,unknown,3,2500.00,9805.00,6716.28,292.20,"Estimated:R$2500.00; YSH Internal:R$7843.83; YSH B2C:R$9805.00"
SKU13572013572017458937387875142,componentes,unknown,3,2500.00,9795.00,6710.32,291.80,"Estimated:R$2500.00; YSH Internal:R$7835.97; YSH B2C:R$9795.00"
GROWATTNEO2000MX2000W220V,componentes,Growatt,3,1200.00,4693.99,3216.43,291.17,"Estimated:R$1200.00; YSH Internal:R$3755.29; YSH B2C:R$4693.99"
IIN00242,componentes,unknown,3,1200.00,4680.99,3208.68,290.08,"Estimated:R$1200.00; YSH Internal:R$3745.05; YSH B2C:R$4680.99"
NEOSOLARCONTROLLERS21998,componentes,unknown,3,1200.00,4672.00,3203.18,289.33,"Estimated:R$1200.00; YSH Internal:R$3737.55; YSH B2C:R$4672.00"
NEOSOLARCHARGERS24249,componentes,unknown,3,1200.00,4667.99,3200.87,289.00,"Estimated:R$1200.00; YSH Internal:R$3734.61; YSH B2C:R$4667.99"
NEOSOLARINVERTERS27163,componentes,unknown,3,2500.00,9719.95,6665.20,288.80,"Estimated:R$2500.00; YSH Internal:R$7775.66; YSH B2C:R$9719.95"
289244,componentes,unknown,3,1200.00,4662.95,3197.71,288.58,"Estimated:R$1200.00; YSH Internal:R$3730.19; YSH B2C:R$4662.95"
IIN00126,componentes,unknown,3,1200.00,4661.49,3196.87,288.46,"Estimated:R$1200.00; YSH Internal:R$3729.13; YSH B2C:R$4661.49"
IMAGEPRODUCT400190,componentes,unknown,3,850.00,3291.99,2258.59,287.29,"Estimated:R$850.00; YSH Internal:R$2633.79; YSH B2C:R$3291.99"
ENPHASEIQRELAYLLBR,componentes,Enphase,3,1200.00,4641.99,3185.24,286.83,"Estimated:R$1200.00; YSH Internal:R$3713.72; YSH B2C:R$4641.99"
NEOSOLARINVERTERS20269,componentes,unknown,3,2500.00,9668.49,6634.42,286.74,"Estimated:R$2500.00; YSH Internal:R$7734.76; YSH B2C:R$9668.49"
IIN00301V2,componentes,unknown,3,1200.00,4636.99,3182.24,286.42,"Estimated:R$1200.00; YSH Internal:R$3709.73; YSH B2C:R$4636.99"
NEOSOLARINVERTERS27160,componentes,unknown,3,2500.00,9630.99,6611.93,285.24,"Estimated:R$2500.00; YSH Internal:R$7704.81; YSH B2C:R$9630.99"
SKU29959129959117467236965391281,componentes,unknown,3,2500.00,9630.95,6611.79,285.24,"Estimated:R$2500.00; YSH Internal:R$7704.42; YSH B2C:R$9630.95"
ODEXODEXINVDEYE8000W,componentes,unknown,3,1969.02,7565.00,3998.34,284.20,"YSH Internal:R$1969.02; YSH B2C:R$2460.99; Estimated:R$7565.00"
IIN00382,componentes,unknown,3,313.04,1200.00,634.68,283.34,"YSH Internal:R$313.04; YSH B2C:R$390.99; Estimated:R$1200.00"
NEOSOLARINVERTERS20261,componentes,unknown,3,2500.00,9571.99,6576.61,282.88,"Estimated:R$2500.00; YSH Internal:R$7657.84; YSH B2C:R$9571.99"
IIN00339,componentes,unknown,3,1200.00,4571.99,3143.29,281.00,"Estimated:R$1200.00; YSH Internal:R$3657.88; YSH B2C:R$4571.99"
