SKU,Categoria,Custo,Preco_Final,Markup_Base_%,Ajuste_%,Markup_Final_%,Margem_Bruta_%,Margem_Liquida_%,Cenario,Canal,Desconto_Canal,Charm_Pricing,Confianca,Ajuste_Tempo,Ajuste_Estoque,Ajuste_Competicao,Ajuste_Segmento,Ajuste_Urgencia,Total_Ajustes
NEOSOLARKITS25156,kits,2158.07,2697.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS25158,kits,4145.71,5181.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS25160,kits,7300.84,9125.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS25162,kits,522.37,653.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS25163,kits,8974.26,11218.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS25164,kits,273.16,341.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS26694,kits,978.57,1222.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS26695,kits,5458.00,6822.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS26696,kits,1875.59,2344.49,28,-3,25,20,11,neutro,b2c,0,Não,high,0,0,0,0,0,0
NEOSOLARKITS26697,kits,7313.13,9141.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS26698,kits,5689.90,7111.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS26699,kits,472.40,590.49,28,-3,25,20,11,neutro,b2c,0,Não,high,0,0,0,0,0,0
NEOSOLARKITS26700,kits,9542.80,11928.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS26701,kits,9970.29,12463.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS26720,kits,7531.33,9413.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS26721,kits,4244.34,5305.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS26722,kits,9994.93,12493.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS26723,kits,6622.01,8277.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS26968,kits,1676.72,2096.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS26969,kits,5477.09,6845.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS26970,kits,5929.06,7410.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS26971,kits,8932.22,11164.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS26972,kits,8664.42,10830.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS26975,kits,1709.54,2137.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS26984,kits,8725.46,10907.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS26985,kits,242.38,303.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS26986,kits,9245.79,11556.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS26987,kits,8432.38,10540.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS26988,kits,3992.79,4991.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS26991,kits,2963.71,3704.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS27259,kits,6928.69,8661.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS27260,kits,446.23,558.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS27261,kits,6774.47,8467.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS27262,kits,9331.12,11664.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS27263,kits,206.79,258.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS27264,kits,5775.81,7220.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS27265,kits,4157.61,5196.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS27266,kits,1955.67,2444.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS27267,kits,8079.37,10098.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS27268,kits,9375.97,11720.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS27269,kits,5633.49,7042.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS27270,kits,2077.60,2596.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS27296,kits,333.72,416.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS27297,kits,6039.30,7548.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS27298,kits,5436.07,6794.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS27299,kits,2082.34,2603.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS27300,kits,8421.40,10526.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS27301,kits,1377.49,1722.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS27302,kits,6261.64,7826.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS27303,kits,8728.75,10911.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS27304,kits,3688.83,4610.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS27305,kits,4524.15,5654.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS27306,kits,9417.82,11771.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS27313,kits,4269.91,5336.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS27314,kits,9096.24,11369.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS27315,kits,8663.14,10829.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS27339,kits,525.79,656.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS27347,kits,3236.56,4045.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS27348,kits,4655.30,5818.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS27349,kits,5835.35,7293.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS27378,kits,6536.20,8169.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS27475,kits,9533.70,11916.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS27476,kits,9822.92,12278.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ENPHASEIQ8P722BRIMAGEPRODUCT600340,componentes,2248.42,2810.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEEZLOGGERPROIMAGE,componentes,6856.15,8569.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW3300XS30AFCIIMAGE,componentes,7122.88,8903.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW5000DNS3016AAFCIIMAGE,componentes,7641.85,9551.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW2000MISIMAGEPRODUCT600329,componentes,4610.84,5763.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW3500LESBR20IMAGEPRODUCT600361,componentes,698.19,872.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW3600ESBR20AFCIIMAGE,componentes,3484.18,4354.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW6000ESBR20AFCIIMAGE,componentes,3602.91,4503.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
GOODWEGW6000SBP20IMAGE,componentes,9269.82,11586.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
192068,componentes,8908.39,11135.49,28,-3,25,20,11,neutro,b2c,0,Não,high,0,0,0,0,0,0
215563,componentes,1980.98,2475.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
289244,componentes,3730.19,4662.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
291808,componentes,435.15,544.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
299586,componentes,4102.59,5127.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
299589,componentes,752.30,939.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
300585,componentes,7281.58,9102.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
304574,componentes,1138.22,1423.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGE,componentes,8720.13,10899.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT450083,componentes,2966.54,3707.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT450094,componentes,7868.66,9836.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT450114,componentes,6626.96,8283.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT450118,componentes,3964.56,4955.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
IMAGEPRODUCT450123,componentes,6909.59,8637.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
PAINELBYDBYD530WMLK36530W,paineis,764.64,956.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS20031,componentes,3558.57,4447.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS20034,componentes,6837.89,8546.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS20035,componentes,4268.62,5336.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS20043,componentes,9396.15,11744.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS20044,componentes,4746.52,5932.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS20045,componentes,286.69,357.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS20858,componentes,9846.50,12307.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS20859,componentes,8805.26,11006.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS20860,componentes,5610.24,7013.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS20861,componentes,3512.78,4391.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS20862,componentes,6613.96,8267.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS20863,componentes,6598.41,8247.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS20864,componentes,4050.60,5062.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS20865,componentes,3006.37,3758.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS20866,componentes,1250.55,1562.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS20868,componentes,1024.94,1280.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS20870,componentes,8792.06,10989.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS20871,componentes,6839.92,8550.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS20872,componentes,6232.48,7790.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS20873,componentes,7827.46,9783.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS21294,componentes,3555.60,4444.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS21295,componentes,8003.89,10005.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS21741,componentes,679.82,850.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS21742,componentes,4125.41,5157.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS21743,componentes,5030.29,6288.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS21751,componentes,6393.99,7992.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS21755,componentes,3131.45,3913.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS21756,componentes,3480.12,4349.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS21757,componentes,4923.74,6154.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS22154,componentes,6630.09,8287.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS23757,componentes,6550.35,8188.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS23758,componentes,823.20,1028.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS23759,componentes,9760.62,12201.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS23760,componentes,380.78,476.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS23761,componentes,9281.80,11601.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS23762,componentes,10013.16,12516.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS24019,componentes,1997.78,2496.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS24021,componentes,2850.85,3563.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS24072,componentes,3230.03,4037.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS24249,componentes,3734.61,4667.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS24467,componentes,5986.45,7482.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS24468,componentes,7071.07,8839.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS24473,componentes,7940.44,9925.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS24474,componentes,6358.39,7948.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS24475,componentes,5877.53,7347.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS24593,componentes,3826.76,4783.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS24594,componentes,2850.75,3563.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS24606,componentes,7468.79,9336.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS24607,componentes,4989.61,6236.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS24608,componentes,4436.49,5545.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS24609,componentes,9779.67,12224.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS24713,componentes,7417.89,9271.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS24714,componentes,8448.57,10560.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS24715,componentes,3507.43,4383.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS24716,componentes,8841.05,11050.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS24717,componentes,5856.97,7320.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS24718,componentes,9201.67,11501.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS24795,componentes,5950.81,7438.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS24801,componentes,1202.45,1502.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS24802,componentes,2219.35,2773.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS25012,componentes,8621.36,10776.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS25023,componentes,9080.13,11349.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS25024,componentes,9905.74,12381.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS25025,componentes,8767.66,10959.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS25128,componentes,3514.72,4392.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS25220,componentes,9492.08,11864.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS26359,componentes,1354.17,1692.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS26360,componentes,4023.20,5028.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS26361,componentes,8536.02,10669.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS26525,componentes,3356.23,4194.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS26526,componentes,541.41,677.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS26900,componentes,1098.35,1373.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS26901,componentes,7726.50,9657.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS26902,componentes,1066.71,1332.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS26903,componentes,2669.13,3336.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS26904,componentes,5794.92,7243.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS27327,componentes,2608.05,3259.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS27328,componentes,4615.98,5770.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS27329,componentes,9726.51,12157.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS27330,componentes,6444.63,8056.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCHARGERS27386,componentes,4740.70,5926.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCONTROLLERS20055,componentes,2286.16,2857.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCONTROLLERS20056,componentes,1231.10,1539.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCONTROLLERS20057,componentes,5968.94,7460.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCONTROLLERS20079,componentes,4098.03,5122.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCONTROLLERS20080,componentes,7989.20,9986.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCONTROLLERS20082,componentes,1607.29,2008.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCONTROLLERS20084,componentes,756.31,944.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCONTROLLERS20085,componentes,7785.86,9731.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCONTROLLERS20105,componentes,2628.58,3285.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCONTROLLERS20106,componentes,5504.90,6880.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCONTROLLERS20107,componentes,4838.16,6047.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCONTROLLERS20109,componentes,8644.45,10805.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCONTROLLERS20110,componentes,4873.39,6091.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCONTROLLERS20112,componentes,7121.39,8901.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCONTROLLERS20114,componentes,5107.47,6383.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCONTROLLERS20126,componentes,5726.13,7157.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCONTROLLERS20127,componentes,3603.33,4503.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCONTROLLERS20128,componentes,4602.31,5753.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCONTROLLERS20131,componentes,7735.43,9668.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCONTROLLERS20132,componentes,8067.07,10084.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCONTROLLERS20134,componentes,8786.01,10982.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCONTROLLERS20135,componentes,1330.31,1663.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCONTROLLERS20137,componentes,1554.46,1942.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCONTROLLERS20139,componentes,857.64,1071.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCONTROLLERS20142,componentes,2189.62,2736.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCONTROLLERS20356,componentes,3852.87,4815.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCONTROLLERS20357,componentes,1890.41,2362.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCONTROLLERS20358,componentes,6675.13,8344.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCONTROLLERS20359,componentes,1412.22,1764.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCONTROLLERS20392,componentes,263.67,329.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCONTROLLERS20781,componentes,5116.83,6395.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCONTROLLERS21564,componentes,9102.97,11378.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCONTROLLERS21565,componentes,9398.05,11747.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCONTROLLERS21708,componentes,4516.12,5644.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCONTROLLERS21709,componentes,8305.03,10380.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARCONTROLLERS21998,componentes,3737.55,4672.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
